제목,아이디,댓글 내용,좋아요 수,라벨,감정
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-tm3ry4tu5u,그만두시면 안되요우리에게는  당신이 필요해요된장맞을  민주당은 뭐하냐?,1,b,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-lq9sm6zi8u,이철희 또한 위선자들 중 한명 창피해서 그냥,4,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@jindongkang1344,청와대로 모셔라.,3,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@junforhyungi,재선안될꺼 같으니 발빼고 다시 방송복귀?,2,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@mrscream1523,ㅋㅋㅋ그렇게 조국 쉴드치더니,7,a,1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@TT-hp1ss,지금 자리서 내려오셔. 일할맘 없는 사람은 당장 그만둬야지요,3,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-rp3tu7gv8i,큰그림그릴려하네?ㅋㅋㅋ,2,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@nqkim3912,비례로 국회의원 해놓고 공감안되는 이야기 계속 하네.  꾸준히 버티는게 승리하는거다.,2,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-lg3ur9jw3c,저기요 이철희씨?  그대도 많이변했네요 바른말하는철희는없고 당에말도안되는말에따르는허수아비같네요,2,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@jamesgang5294,어차피 나와도 탈락하능데 ㅋㅋㅋㅋ미친자네,3,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-si9eg7py3q,좋은사람인데 청치인 깜은 아니네~잘선택 하신것 같습니다~청와대가도 별도움 못될듯 ㅠㅠ,1,a,1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-rp3tu7gv8i,린드버그안경,1,a,1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-mh7kz7qd7e,수습하고 나가야지 양심은 팔아먹지 말길,2,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-kh8kk4br3i,계엄문건보다 더중요한게 어디있나지금많은사람들이 공감하고있는데 무슨 군자같은소리를것도sbs에서  그딴소리를  에휴 실망스럽네 이철희 혼자만실망인가 쌈박질하는국회 저질스럽네 그런데인즐모르고 국회의원됐나  이렇다저렇다 지적질마시고 조용히떠나시라 그것이 몸담고있던정당에 최소한예의라생각된다  판단하지마시라!!!!!!,1,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@seunghur3570,정치인는 국민의 대변인입니다 이철희의원은 국민의 대변인입니다,1,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-ku1jt1br8d,민주당 갈라치기 하듯 그런모습 보이지 마세요. 떠나실거면 조용히 떠나세요. 국민위해 일하러 나온 사람이 한번 싸우고 힘들다고 나가는 것도 자유의사이긴 하나 너무 이기적으로 보이네요. 민주당이 지금껏 적폐들과 피터지게 싸워 이겨온 당입니다. 한번 싸우고 힘들다고 나갈 거면 조용히 나가세요. 민주당 갈라치기 하듯 위험에 빠뜨리지 마세요. 20명 불출마 거론 언론에 대대적으로 보도하는 이유가 무엇인가요? 의원님 의도가 의심스럽기만 합니다. 조용히 떠나세요.,2,b,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@mangood4878,조국이 법무부장관 그대로 유지했다면? 불출마선언했을까?,9,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@paul-dr6nb,비례대표의 불출마선언이라...ㅎㅎㅎ웃자.,11,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@giantrabbit75,근데-  보좌관 출신 아니던가?꼭 국회를 모르는것 처럼 그러네,1,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-jp8rx9ok2g,나와도 어차피 안되고 공천도 안줄거임 민주당 저기 서열있어서 이철희나 표씨는 젤 아랫등급임 ㅋ 이용해먹고 버림당한거지,4,b,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-ni2zv7bn2p,출마는 안하는데 청와대는 들어갈수있다??? 그게 뭐야 ㅋㅋㅋㅋㅋ 떨어질까봐 출마안하는거야?,2,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-ck6yw4hm6z,"너무나 기회주의 적인 발언들 뿐이네요..직언 좀 하시나 싶었는데...행동은 당론과 반대 방향이면서,  말은 어떻게든 민주당과 문재인 정권에 심기를  안건드리려고 너무 조심하게 말하네요.어떻게든   포장하려는 언행 잘 보았습니다..직언을 할줄 아는 충신들은 어디에도 없군요.당내 치열한 논쟁이 밖으로 표출되지 않는다면,국민들은 어떻게 생각할거 같아요 ?? 반대의 목소리가 전혀 나오지 않는 독재 독선이라고 생각하겠죠.독선과 독재는 오히려 당 전체를 외면하게 되는 계기가 될것입니다. 당내의 질서있는 토론은,  오히려 국민들에게 반대의 목소리가 없는 독선으로 읽힐겁니다.국민은 모든걸 알아야 합니다. 국민들에게 피드백을 해야, 국민이 판단을 하고 또한 그 국민의 판단을 믿어야죠.싸우고 분열하더라도,  그렇게 한걸음씩 앞으로 나아가는 겁니다..그게 건강한 당의 모습입니다. 지금의 민주당은 반대의 목소리가 전혀 없는 독선과 독재 당론에 의해서  모든게 묻혀버리는 일방적인 모습입니다.",4,b,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@jungwoonkee,안될것 같으니깐...불출마...안된다...비례대표말고는 못한다...,3,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@juniguni,공수처가 여당의원을 잡을건데 왜 반대를 하냐고?현재 검찰이 현 정권의 인물인 조국을  잡는다고 반대하고 난리치는건? 검찰이 잘하고 있는거잖아요? 근데 왜 공수처가 필요한건데요?뭔 말이예요~ 앞뒤가 안맞잖아요~말 잘하던 이철희 의원이 이렇게 앞뒤가 안맞는 말을 할 줄이야..,1,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-wh5ts5rr5j,누가바꾸자고하는데,1,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-of5ch4ct4l,고 노무현대통령의 마지막 말씀이 생각나네요,2,a,1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-hy9us7yy5e,그냥 삐졌다고 하던지... 출마 안한다고 하고 여기저기 인터뷰에 당대표 늙었다고 투정이나 부리고그럼 추호 김종인 선생과 함께 할 땐 ...???,2,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-rp3tu7gv8i,그래서 니가 말한 공정과 적폐가 니맘대로 되디? 보복만하지말고 민생이라는걸생각해 안되겠지만 불출마 OK?히어링 ㅋㅋㅋ,2,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@kamssi3892,"이철희 솔직히 조금더 솔직해져라,이대로 내년지역구 총선 나와도 안될게  불을보듯 뻔하니까 애둘러 총선불출마로 모면해보려고  하지마라두손으로 하늘을 가리지마라왠지 더  당신이 야비해 보이는건 왜일까?",3,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-xg1or3if6h,하긴 무슨 부귀영화를 누리겠다고 자한당 같은 것들하고 두번다시 지내고 싶겠냐저런사람이 정치를 하는거는 본인의 이기심이 아니라 사명심에 한다는걸 좀 알아줘야 된다,2,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-ol9lg2yj4c,행안부장관하세요 표의원법무부장관하시구요,1,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-rc1ts9nk1g,비례는 한번하고 국회떠나는게 정석이다. 뭐 그리 대단한 선언은 아닌듯 싶다.,2,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@qortnrgus100,이철희는  이미   잘  차려진   밥상을  바랬나?,1,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@ysaaa4065,ㅍㅎㅎㅎㅎ 정부 요직 앉을려고 술수 부리는겁니다... 나중에 보면둘다 청와대나 정부요직에 앉있을겁니다... 민주당이 양정철이 작전이  일부 시민의 갈등을 어루 만지는 척 하는겁니다.  국회의원으로 두놈을 써먹는겁니다.,1,b,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-wk4fn7yg1s,깨끗한줄 알았는데 궤변에 실망했다. 그냥 똑같은 민주당이더라,10,b,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@NaNaNa-go6dp,역겨워서 나오는거야 토할 것 같으니까 수준이 너무 낮잖아,1,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-xp4zq3ix7x,이철희   똑똑하고 논리적이며 인문학을 갖춘 파이어다저런  논리적  파이어가 지쳤다거지들 자한당 놈들과 같은 공기를 마시는게  창피하다,4,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@jodaegu1665,잘생각했다,2,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-io1vt1wn8c,나와라 ㅋㅋㅋ 누가 널 찍냐,7,a,1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@sflex451,지도 더러운 정치문화 만들어가는데 압장서놓고 진 아닌거처럼 훈수두는 척하네..,3,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@giantrabbit75,한국당은 이런 양심적인 국회의원이 한명도 없다는게 부끄럽지 안나?,3,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@kyuseobchae2576,자한당국회의원 :수사안함 (공수처반대)더불어민주당(조국+가족) :표창장도수사함 (공수처찬성)이 차이죠!,2,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@tomdelon2867,철희야 그냥 솔직히 선거나가서 이길 자신이 없다고 말해.  혼자서 정의로운척 하지 마.,8,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@userghai123,평생 자기 인생 창피하게 사시게 될겁니다. 정치 맞침표도 창피하게 하시네요ㅋㅋㅋㅋㅋㄲ. 비례대표가 무슨 불출마야ㅋㅋ 선거운동 한 번 안 해본 사람이ㅋㅋㅋㄱ 개그하나,3,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@10040940,너ㅏ 당신이 챙피합니다,1,a,1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-un4gb6sh5t,"되게 실망했다는것처럼 말하는데 처음봤어? 모르고 들어왔음? 이철희 김한길 보좌관 출신이잖아 ㅋㅋ 김한길이 더 했으면 더 했지 덜하진 않았을텐데? 어차피 나왔어도 떨어져 그래서 그것보단 그냥 나와서 방송이나 유투브하는게 상식이지.. 이제와서 깨끗한척 하지말자.. 김한길, 손학규 오리지날 구태정치인들 뒤엔 항상 니가 있었는데 무슨...",2,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@pax8866,#1. 대통령께서도 억지로 끌려나온 분이심. 그 마음을 알겠죠./ #2. 법사위가 가장 피 튀기더군요./ #3. 한국이 존댓말 때문에 거추장스럽기는 함./ #4. 정치가 왜곡되어 모든 것이 정쟁화 되었다. 는 말씀./ #5. 연동형-비례대표제. 를 긍정적. 으로 본다. 한국 정치가 한 단계 위로 업그레이드 될 것. 이라는 얘기./,1,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@jasonkang4642,ㅠㅠ 모야 표의원님도 총선 불출마.. 이철희 의원님도 불출마 하신다구요?? ㅠㅠ 에휴 항상 응원하고 존경해 왔는 데.. 정말 불출마 하시나요??? 아...... 자한당 정신나간 사람들은 출마한다고 바둥바둥 검찰 소환도 안받고 있는 데... 아....,1,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@paul-dr6nb,어차피 다음선거에 안될거라는거 알지않니?불출마 할거면 조용히 다음선거에 안나오면될것을 동네방네 떠들며 자신은 양심적인 양 주절거리시는지..ㅎ참..위선적이다.,16,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-lx8zp8bi2q,논리가 안맞는게 국민들70%가 검찰개혁에 찬성하는거지 공수처에 찬성하는게아니며 야당탄압으로 반대가아니라 검찰싫다고 검찰 법원때려잡으려는 공수처라 반대인거다. 애초에 국회의원은 포함도안되있잖아. 사법부를 행정부가 장악하면 3권분립이 무너지는데 이걸찬성하는게 더웃긴거아닌가??,6,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@samhunt9188,에이...기회주의자,1,a,1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@chongkim6312,현상황에 국회의원은 창피한데 청와대는 괜찮다참 창피할것도 없는 똑같은놈.......,3,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-cx2uv4iu6e,이철희 표창원의원님  제발  총선 출마 해 주세요 두분께서 안하시면 누가 국회를 이끌어 가겠습니까,2,b,1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-ek6rk3oj9y,스트레스 받지 양심이  만진당에 있음  저리싹는다,1,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-jk9ys3ijsj,끝까지 남은 먼지 까지 부끄럽네 이사람 쯧쯧,1,a,1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@leesense4010,가식 덩어리,1,a,1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@jonatanpark4550,황교안의 쿠테타 음모사건을 반드시 조사해야 한다 철저히...윤석렬총장은 반드시...160만원 알바비를 국고낭비죄로 물어뜯지 말고....,4,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@Lucky11777,어차피 내년 총선부터 민주당 밀리는게 뻔하니까 쿨하게 불출마로 포장하는 잔머리하나는 키야....,2,b,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-sq6uz5bd8u,이철희씨  아직 이상에 사로잡혀 사시네요.... 역지사지해서 이해 안될 일 없습니다.  국어책에 나오는 이야기를 현실 정치에 접목시킬려니  문제가 되는것입니다.  정치가 부끄러운게 아니라 자신이 부끄러운거 아닙니까?  공수처도 과연 상정과정이 바르게 한것인지 먼저 반성을 해야지 ... 뭐가 75%야!  선거때 다시  물어봐  75%가 찬성인지  완전  얼빠진 국회의원일세....,5,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@keunpyolee6385,이 X 희 드디어 컴밍 아웃!,1,a,1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-ur2cc8ko6w,더불어 자한당 애들이 언제 국민을 바라보고 정치했나.. 지들 밥그릇 챙기는게 우선이지,1,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-zc8vr1ey9g,갈때까지 야당탓 지리네..퉤ㅡ,2,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-kx5yz1yx3b,주영진  진행자  비꼬는 것처럼   느껴지는건  왜일까~~~~~~~~~,1,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-wt4yd8kx1h,에이 어자피 이철희는 비례대표고 지역구도 없다 전라도 아니면 거의 필패인데 그만두고 좋은 이미지 만들고 떠나서 이번말고 그 다음 총선을 기다리는게 맞는거다 혹시나 민주당에 내분이 일어나면 좋은 이미지가 있는 사람을 끌어들이기 때문에 기다리는게 맞는거다,3,b,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@malikv1884,응 원래 될일도 없음,9,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@rippy63,안타깝습니다.   민주당을이철희 의원같은분으로   반만 채워도  민주당이 욕먹을일이 없을텐데.,1,b,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-hv6vb4oo9k,정무수석? 그안에문정권 끝날톈데,2,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-mr8bd2ro6r,대한민국에서 김정은의 대변인을 도우면 또다시 나라에 혼란이 일어날듯...절대로 내년 총선때 민주당 한표도 주지 않을것이다.  1-대한민국을 위해서...2-대한민국의 경제를 위해서...3-대한민국의 안보를 위해서....4-대한민국의 교육을 위해서...5-대한민국의 미래를 위해서....6-대한민국의 후손들에게 민주주의를 물려줘야 하는 큰 이유.....민주당 .NO,2,b,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-wx8yu5bm8g,부끄럽고 창피하다고만 말고 여당에도 쓴소리 한번 해 보시지요,1,a,1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-pm3ls2ix4q,여당중에 그나마 한분  좋아했는데 저분 떠나면 지금의 여당은 진짜 개판이겠네 표창원씨야 뭐 국회의원이라 생각도 안햇지만,1,b,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-ct3zf1pu7q,솔직히 너 비례대표잖아 너 지역구 나와도 안되는거 아니까 책임  코스프레 하는거지 ㅋㅋ,2,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-ex8rp2qw7q,홍위병이 더 부끄러웠어.,4,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@JG77999,어차피 다음총선출마해도 좋은곳 공천받기힘들기도하고 본인이 4년하면서 지쳤겠지,3,a,1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@kascojjang,이철희도 다른 민주당의원들과 다를께 없다고 이번에 확실하게 느꼈다. 그냥 그쪽은 다 똑같에,2,b,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@JK-xy3zn,이철희 의원 젊은세대한테는 미안하지 않습니까,10,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-or3sr9wo2m,어짜피 다음에 나와도 떨어지니까 명예로운 빤스런을 선택. 머리는 잘 돌아간다만 참으로 변명은 궁색하다.,3,a,1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@mulholan7067,니도 똑같다  더러운 짖 다하고,1,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-eh4zv8zw4v,정치 잘하지도 못하던데...,9,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@jungjang8709,가족사기단 기생충맞다  희대의사기군,2,a,1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@kyck960,속보인다~~지금도 조국딸사태ㆍ사모펀드 정당한사건인지!상식ㆍ비상식 앞에서도 조국보호막이에 급급한 모습이인상깁네요~ㅋㅋ,3,a,1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@unamsang-uq4zu,하..이철희 의원님  안타깝고 그래도  출마해주시지 ㅜㅠ,4,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@Bobjang119,공천을 주냐? 그리고 준다고 해도 당선될만한 곳에 주겠냐상황판단 잘하고 나가는거지,3,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-sp7bs9kl2o,니 인생에 최고의 선택이다.출마해도 낙인데 알아서 기니 이쁘네.표창원이랑 앞으로 쭈욱 자숙하며 살거라.,5,b,1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-bv1tm9dw7s,청와대로 가시지요.  아니면 일반시민으로 가열차게 싸워주십시요!,1,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-uq9fw3he4b,비례대표로 된 주제에 ㅋㅋㅋ 부끄러운척하는게 부끄럽다 ㅋㅋ,2,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-wh5ts5rr5j,공수처 거짓말하지마시ㅣ요,10,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-sj5wm3uo5q,비례...ㅋ,1,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-yd6wz8oj2g,이철희 의원님 기각 됐으면 국민은 죽을뻔 했습니다.  탄핵됐으니 거론 할필요없잖냐는 것은 도대체 무슨 논리 입니까.   국민에게 총질하겠다는 생각이 말이 되는소리입니까 .,1,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-zh1fu5cr6w,조용히 떠나라! 저번처럼 분탕일으키고 철새짓 하지 말고...,2,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-tg2jc3tl2w,"김한길 보좌관으로 다 알고있었으면서ㅋㄲㅋㅋ왜 모른척하노,  어차피 나왔어도 떨어지는건데 ㅋㅋ",2,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@mkjung4500,차차기 대권 후보,1,a,1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@rocky562187,정치가 드러우면 남아서 뜯어 고치도록 노력할 생각을 해야지 드럽다고 도망갈 생각만 하다니 그리 좋은 생각이라 생각하지 않는다.,2,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@kyehoony,꼴보기 싫으니 방송에도 좀 안나오게 해주세요,2,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@hoya4089,조국 청문회때의 이철희 본인을 한 번 돌아봐라 정말 부끄럽지?ㅋㅋㅋ 넌 국회의원 불출마가 아니라 자격이 없다!,1,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@jum9812,이철희씨 시커먼 속내 그걸 숨기고 선하고 정의로운척 개가 웃는다,2,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-zx1if5de7q,SBS 민주당의원 출연시켜놓고 왜? 대체 왜? 일방적으로 반성하게만드는 질문만하는거냐? 반반도 아니고 일방적이야 이런게 편파적 인것 아니니?,1,b,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-rq3bp4vc9g,비례대표ㅡ헐잘났다 짜싸 당연 사라져야지,1,a,1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@jungsigod2501,조국수호 외치던 그 아저씨 아닌가? ㅋ,1,a,1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@user-lt4mb1lj8s,전형적인 내로남불에모습 아니였나당신,3,a,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@kwonki9637,자기가 싫다는데 뭐 말들이 많을까서로 하겠다는 사람들이 디글디글 많은데표창원 의원이나 이철희 의원이 한다고 해 봐야 뭘했는데? 국회는 한 두 사람이 해서 되는 곳이 아닝께 .. 하기 싫음 조용히 물 흐리지 말지,1,b,-1
[인터뷰] _총선 불출마 변함없다_…이철희가 말하는 정치 _ SBS _ 주영진의 뉴스브리핑,@hihihihihihihihihiooooo,공천 못 받을 것 같으니 불출마 선언한걸 가지고 또 영웅 만드네ㅋㅋㅋㅋ,3,a,-1
